date	cade_f1	cade_ids_f1	delta_f1	cade_fnr	cade_ids_fnr	delta_fnr	cade_fpr	cade_ids_fpr	delta_fpr
2013-01	0.9266	0.9266	+0.00000000	0.0280	0.0280	+0.00000000	0.0140	0.0140	+0.00000000
2013-02	0.8878	0.8847	-0.00310000	0.1844	0.1844	+0.00000000	0.0024	0.0031	+0.00070000
