run	test_end	ids_lambda	ids_gamma	ids_ema_decay	ids_proxy_lr	ids_robust_weight	ids_batch_size	ids_warmup	ids_grad_clip	months	mean_f1	mean_delta_f1	mean_fnr	min_f1	worst_delta_f1	wins
lambda_3e4	2015-12	0.0003	1.0	0.6	1.0	1.0	192	5	1.0	36	0.9043027777777777	0.0057805555555555605	0.1466305555555556	0.7973	-0.043300000000000005	22
lambda_5e4	2015-12	0.0005	1.0	0.6	1.0	1.0	192	5	1.0	36	0.9028194444444446	0.0042972222222222205	0.14931944444444442	0.7991	-0.055600000000000094	23
